~WorkID~,~ChapterID~,~Section~,~Chapter~,~Description~
~measure~,19168,4,2,~A room in the prison.~
~measure~,19169,4,3,~Another room in the same.~
~measure~,19170,4,4,~A room in ANGELO&#8217;s house.~
~measure~,19171,4,5,~Fields without the town.~
~measure~,19172,4,6,~Street near the city gate.~
~measure~,19173,5,1,~The city gate.~
~merchantvenice~,19174,1,1,~Venice. A street.~
~merchantvenice~,19175,1,2,~Belmont. A room in PORTIA&#8217;S house.~
~merchantvenice~,19176,1,3,~Venice. A public place.~
~merchantvenice~,19177,2,1,~Belmont. A room in PORTIA&#8217;S house.~
~merchantvenice~,19178,2,2,~Venice. A street.~
~merchantvenice~,19179,2,3,~The same. A room in SHYLOCK&#8217;S house.~
~merchantvenice~,19180,2,4,~The same. A street.~
~merchantvenice~,19181,2,5,~The same. Before SHYLOCK&#8217;S house.~
~merchantvenice~,19182,2,6,~The same.~
~merchantvenice~,19183,2,7,~Belmont. A room in PORTIA&#8217;S house.~
~merchantvenice~,19184,2,8,~Venice. A street.~
~merchantvenice~,19185,2,9,~Belmont. A room in PORTIA&#8217;S house.~
~merchantvenice~,19186,3,1,~Venice. A street.~
~merchantvenice~,19187,3,2,~Belmont. A room in PORTIA&#8217;S house.~
~merchantvenice~,19188,3,3,~Venice. A street.~
~merchantvenice~,19189,3,4,~Belmont. A room in PORTIA&#8217;S house.~
~merchantvenice~,19190,3,5,~The same. A garden.~
~merchantvenice~,19191,4,1,~Venice. A court of justice.~
~merchantvenice~,19192,4,2,~The same. A street.~
~merchantvenice~,19193,5,1,~Belmont. Avenue to PORTIA&#8217;S house.~
~merrywives~,19194,1,1,~Windsor. Before PAGE&#8217;s house.~
~merrywives~,19195,1,2,~The same.~
~merrywives~,19196,1,3,~A room in the Garter Inn.~
~merrywives~,19197,1,4,~A room in DOCTOR CAIUS&#8217; house.~
~merrywives~,19198,2,1,~Before PAGE&#8217;S house.~
~merrywives~,19199,2,2,~A room in the Garter Inn.~
~merrywives~,19200,2,3,~A field near Windsor.~
~merrywives~,19201,3,1,~A field near Frogmore.~
~merrywives~,19202,3,2,~A street.~
~merrywives~,19203,3,3,~A room in FORD&#8217;S house.~
~merrywives~,19204,3,4,~A room in PAGE&#8217;S house.~
~merrywives~,19205,3,5,~A room in the Garter Inn.~
~merrywives~,19206,4,1,~A street.~
~merrywives~,19207,4,2,~A room in FORD&#8217;S house.~
~merrywives~,19208,4,3,~A room in the Garter Inn.~
~merrywives~,19209,4,4,~A room in FORD&#8217;S house.~
~merrywives~,19210,4,5,~A room in the Garter Inn.~
~merrywives~,19211,4,6,~Another room in the Garter Inn.~
~merrywives~,19212,5,1,~A room in the Garter Inn.~
~merrywives~,19213,5,2,~Windsor Park.~
~merrywives~,19214,5,3,~A street leading to the Park.~
~merrywives~,19215,5,4,~Windsor Park.~
~merrywives~,19216,5,5,~Another part of the Park.~
~midsummer~,19217,1,1,~Athens. The palace of THESEUS.~
~midsummer~,19218,1,2,~Athens. QUINCE&#8217;S house.~
~midsummer~,19219,2,1,~A wood near Athens.~
~midsummer~,19220,2,2,~Another part of the wood.~
~midsummer~,19221,3,1,~The wood. TITANIA lying asleep.~
~midsummer~,19222,3,2,~Another part of the wood.~
~midsummer~,19223,4,1,~The same. LYSANDER, DEMETRIUS, HELENA, and HERMIA~
~midsummer~,19224,4,2,~Athens. QUINCE&#8217;S house.~
~midsummer~,19225,5,1,~Athens. The palace of THESEUS.~
~muchado~,19226,1,1,~Before LEONATO&#8217;S house.~
~muchado~,19227,1,2,~A room in LEONATO&#8217;s house.~
~muchado~,19228,1,3,~The same.~
~muchado~,19229,2,1,~A hall in LEONATO&#8217;S house.~
~muchado~,19230,2,2,~The same.~
~muchado~,19231,2,3,~LEONATO&#8217;S orchard.~
~muchado~,19232,3,1,~LEONATO&#8217;S garden.~
~muchado~,19233,3,2,~A room in LEONATO&#8217;S house~
~muchado~,19234,3,3,~A street.~
~muchado~,19235,3,4,~HERO&#8217;s apartment.~
~muchado~,19236,3,5,~Another room in LEONATO&#8217;S house.~
~muchado~,19237,4,1,~A church.~
~muchado~,19238,4,2,~A prison.~
~muchado~,19239,5,1,~Before LEONATO&#8217;S house.~
~muchado~,19240,5,2,~LEONATO&#8217;S garden.~
~muchado~,19241,5,3,~A church.~
~muchado~,19242,5,4,~A room in LEONATO&#8217;S house.~
~othello~,19243,1,1,~Venice. A street.~
~othello~,19244,1,2,~Another street.~
~othello~,19245,1,3,~A council-chamber.~
~othello~,19246,2,1,~A Sea-port in Cyprus. An open place near the quay.~
~othello~,19247,2,2,~A street.~
~othello~,19248,2,3,~A hall in the castle.~
~othello~,19249,3,1,~Before the castle.~
~othello~,19250,3,2,~A room in the castle.~
~othello~,19251,3,3,~The garden of the castle.~
~othello~,19252,3,4,~Before the castle.~
~othello~,19253,4,1,~Cyprus. Before the castle.~
~othello~,19254,4,2,~A room in the castle.~
~othello~,19255,4,3,~Another room in the castle.~
~othello~,19256,5,1,~Cyprus. A street.~
~othello~,19257,5,2,~A bedchamber in the castle: DESDEMONA in bed asleep;~
~passionatepilgrim~,19258,1,1,~---~
~passionatepilgrim~,19259,1,2,~---~
~passionatepilgrim~,19260,1,3,~---~
~passionatepilgrim~,19261,1,4,~---~
~passionatepilgrim~,19262,1,5,~---~
~passionatepilgrim~,19263,1,6,~---~
~passionatepilgrim~,19264,1,7,~---~
~passionatepilgrim~,19265,1,8,~---~
~passionatepilgrim~,19266,1,9,~---~
~passionatepilgrim~,19267,1,10,~---
~
~passionatepilgrim~,19268,1,11,~---
~
~passionatepilgrim~,19269,1,12,~---
~
~passionatepilgrim~,19270,1,13,~---
~
~passionatepilgrim~,19271,1,14,~---
~
~passionatepilgrim~,19272,1,15,~---
~
~passionatepilgrim~,19273,1,16,~Sonnet to sundry notes of music
~
~passionatepilgrim~,19274,1,17,~Sonnet to sundry notes of music
~
~passionatepilgrim~,19275,1,18,~Sonnet to sundry notes of music
~
~passionatepilgrim~,19276,1,19,~Sonnet to sundry notes of music
~
~passionatepilgrim~,19277,1,20,~Sonnet to sundry notes of music
~
~passionatepilgrim~,19278,1,21,~Sonnet to sundry notes of music
~
~pericles~,19279,1,0,~Prologue.~
~pericles~,19280,1,1,~Antioch. A room in the palace.~
~pericles~,19281,1,2,~Tyre. A room in the palace.~
~pericles~,19282,1,3,~Tyre. An ante-chamber in the palace.~
~pericles~,19283,1,4,~Tarsus. A room in the Governor&#8217;s house.~
~pericles~,19284,2,1,~Pentapolis. An open place by the sea-side.~
~pericles~,19285,2,2,~The same. A public way or platform leading to the~
~pericles~,19286,2,3,~The same. A hall of state: a banquet prepared.~
~pericles~,19287,2,4,~Tyre. A room in the Governor&#8217;s house.~
~pericles~,19288,2,5,~Pentapolis. A room in the palace.~
~pericles~,19289,3,0,~Chorus.~
~pericles~,19290,3,1,~On ship.~
~pericles~,19291,3,2,~Ephesus. A room in CERIMON&#8217;s house.~
~pericles~,19292,3,3,~Tarsus. A room in CLEON&#8217;s house.~
~pericles~,19293,3,4,~Ephesus. A room in CERIMON&#8217;s house.~
~pericles~,19294,4,0,~Near the seashore.~
~pericles~,19295,4,1,~Tarsus. An open place near the sea-shore.~
~pericles~,19296,4,2,~Mytilene. A room in a brothel.~
~pericles~,19297,4,3,~Tarsus. A room in CLEON&#8217;s house.~
~pericles~,19298,4,4,~Chorus.~
~pericles~,19299,4,5,~Mytilene. A street before the brothel.~
~pericles~,19300,4,6,~The same. A room in the brothel.~
~pericles~,19301,5,0,~Chorus.~
~pericles~,19302,5,1,~On board PERICLES&#8217; ship, off Mytilene. A close~
~pericles~,19303,5,2,~Chorus.~
~pericles~,19304,5,3,~The temple of Diana at Ephesus; THAISA standing~
~phoenixturtle~,19305,1,1,~The Phoenix and the Turtle~
~rapelucrece~,19306,1,0,~Dedication~
~rapelucrece~,19307,1,1,~The Argument~
~rapelucrece~,19308,1,2,~The Rape of Lucrece~
~richard2~,19309,1,1,~London. KING RICHARD II&#8217;s palace.~
~richard2~,19310,1,2,~The DUKE OF LANCASTER&#8217;S palace.~
~richard2~,19311,1,3,~The lists at Coventry.~
~richard2~,19312,1,4,~The court.~
~richard2~,19313,2,1,~Ely House.~
~richard2~,19314,2,2,~The palace.~
~richard2~,19315,2,3,~Wilds in Gloucestershire.~
~richard2~,19316,2,4,~A camp in Wales.~
~richard2~,19317,3,1,~Bristol. Before the castle.~
~richard2~,19318,3,2,~The coast of Wales. A castle in view.~
~richard2~,19319,3,3,~Wales. Before Flint castle.~
~richard2~,19320,3,4,~LANGLEY. The DUKE OF YORK&#8217;s garden.~
~richard2~,19321,4,1,~Westminster Hall.~
~richard2~,19322,5,1,~London. A street leading to the Tower.~
~richard2~,19323,5,2,~The DUKE OF YORK&#8217;s palace.~
~richard2~,19324,5,3,~A royal palace.~
~richard2~,19325,5,4,~The same.~
~richard2~,19326,5,5,~Pomfret castle.~
~richard2~,19327,5,6,~Windsor castle.~
~richard3~,19328,1,1,~London. A street.~
~richard3~,19329,1,2,~The same. Another street.~
~richard3~,19330,1,3,~The palace.~
~richard3~,19331,1,4,~London. The Tower.~
~richard3~,19332,2,1,~London. The palace.~
~richard3~,19333,2,2,~The palace.~
~richard3~,19334,2,3,~London. A street.~
~richard3~,19335,2,4,~London. The palace.~
~richard3~,19336,3,1,~London. A street.~
~richard3~,19337,3,2,~Before Lord Hastings&#8217; house.~
~richard3~,19338,3,3,~Pomfret Castle.~
~richard3~,19339,3,4,~The Tower of London.~
~richard3~,19340,3,5,~The Tower-walls.~
~richard3~,19341,3,6,~The same.~
~richard3~,19342,3,7,~Baynard&#8217;s Castle.~
~richard3~,19343,4,1,~Before the Tower.~
~richard3~,19344,4,2,~London. The palace.~
~richard3~,19345,4,3,~The same.~
~richard3~,19346,4,4,~Before the palace.~
~richard3~,19347,4,5,~Lord Derby&#8217;s house.~
~richard3~,19348,5,1,~Salisbury. An open place.~
~richard3~,19349,5,2,~The camp near Tamworth.~
~richard3~,19350,5,3,~Bosworth Field.~
~richard3~,19351,5,4,~Another part of the field.~
~richard3~,19352,5,5,~Another part of the field.~
~romeojuliet~,19353,0,1,~Verona: Mantua.~
~romeojuliet~,19354,1,1,~Verona. A public place.~
~romeojuliet~,19355,1,2,~A street.~
~romeojuliet~,19356,1,3,~A room in Capulet&#8217;s house.~
~romeojuliet~,19357,1,4,~A street.~
~romeojuliet~,19358,1,5,~A hall in Capulet&#8217;s house.~
~romeojuliet~,19359,2,0,~Prologue.~
~romeojuliet~,19360,2,1,~A lane by the wall of Capulet&#8217;s orchard.~
~romeojuliet~,19361,2,2,~Capulet&#8217;s orchard.~
~romeojuliet~,19362,2,3,~Friar Laurence&#8217;s cell.~
~romeojuliet~,19363,2,4,~A street.~
~romeojuliet~,19364,2,5,~Capulet&#8217;s orchard.~
~romeojuliet~,19365,2,6,~Friar Laurence&#8217;s cell.~
~romeojuliet~,19366,3,1,~A public place.~
~romeojuliet~,19367,3,2,~Capulet&#8217;s orchard.~
~romeojuliet~,19368,3,3,~Friar Laurence&#8217;s cell.~
~romeojuliet~,19369,3,4,~A room in Capulet&#8217;s house.~
~romeojuliet~,19370,3,5,~Capulet&#8217;s orchard.~
~romeojuliet~,19371,4,1,~Friar Laurence&#8217;s cell.~
~romeojuliet~,19372,4,2,~Hall in Capulet&#8217;s house.~
~romeojuliet~,19373,4,3,~Juliet&#8217;s chamber.~
~romeojuliet~,19374,4,4,~Hall in Capulet&#8217;s house.~
~romeojuliet~,19375,4,5,~Juliet&#8217;s chamber.~
~romeojuliet~,19376,5,1,~Mantua. A street.~
~romeojuliet~,19377,5,2,~Friar Laurence&#8217;s cell.~
~romeojuliet~,19378,5,3,~A churchyard; in it a tomb belonging to the Capulets.~
~sonnets~,19379,1,1,~---~
~sonnets~,19380,1,2,~---~
~sonnets~,19381,1,3,~---~
~sonnets~,19382,1,4,~---~
~sonnets~,19383,1,5,~---~
~sonnets~,19384,1,6,~---~
~sonnets~,19385,1,7,~---~
~sonnets~,19386,1,8,~---~
~sonnets~,19387,1,9,~---~
~sonnets~,19388,1,10,~---
~
~sonnets~,19389,1,11,~---
~
~sonnets~,19390,1,12,~---
~
~sonnets~,19391,1,13,~---
~
~sonnets~,19392,1,14,~---
~
~sonnets~,19393,1,15,~---
~
~sonnets~,19394,1,16,~---
~
~sonnets~,19395,1,17,~---
~
~sonnets~,19396,1,18,~---
~
~sonnets~,19397,1,19,~---
~
~sonnets~,19398,1,20,~---
~
~sonnets~,19399,1,21,~---
~
~sonnets~,19400,1,22,~---
~
~sonnets~,19401,1,23,~---
~
~sonnets~,19402,1,24,~---
~
~sonnets~,19403,1,25,~---
~
~sonnets~,19404,1,26,~---
~
~sonnets~,19405,1,27,~---
~
~sonnets~,19406,1,28,~---
~
~sonnets~,19407,1,29,~---
~
~sonnets~,19408,1,30,~---
~
~sonnets~,19409,1,31,~---
~
~sonnets~,19410,1,32,~---
~
~sonnets~,19411,1,33,~---
~
~sonnets~,19412,1,34,~---
~
~sonnets~,19413,1,35,~---
~
~sonnets~,19414,1,36,~---
~
~sonnets~,19415,1,37,~---
~
~sonnets~,19416,1,38,~---
~
~sonnets~,19417,1,39,~---
~
~sonnets~,19418,1,40,~---
~
~sonnets~,19419,1,41,~---
~
~sonnets~,19420,1,42,~---
~
~sonnets~,19421,1,43,~---
~
~sonnets~,19422,1,44,~---
~
~sonnets~,19423,1,45,~---
~
~sonnets~,19424,1,46,~---
~
~sonnets~,19425,1,47,~---
~
~sonnets~,19426,1,48,~---
~
~sonnets~,19427,1,49,~---
~
~sonnets~,19428,1,50,~---
~
~sonnets~,19429,1,51,~---
~
~sonnets~,19430,1,52,~---
~
~sonnets~,19431,1,53,~---
~
~sonnets~,19432,1,54,~---
~
~sonnets~,19433,1,55,~---
~
~sonnets~,19434,1,56,~---
~
~sonnets~,19435,1,57,~---
~
~sonnets~,19436,1,58,~---
~
~sonnets~,19437,1,59,~---
~
~sonnets~,19438,1,60,~---
~
~sonnets~,19439,1,61,~---
~
~sonnets~,19440,1,62,~---
~
~sonnets~,19441,1,63,~---
~
~sonnets~,19442,1,64,~---
~
~sonnets~,19443,1,65,~---
~
~sonnets~,19444,1,66,~---
~
~sonnets~,19445,1,67,~---
~
~sonnets~,19446,1,68,~---
~
~sonnets~,19447,1,69,~---
~
~sonnets~,19448,1,70,~---
~
~sonnets~,19449,1,71,~---
~
~sonnets~,19450,1,72,~---
~
~sonnets~,19451,1,73,~---
~
~sonnets~,19452,1,74,~---
~
~sonnets~,19453,1,75,~---
~
~sonnets~,19454,1,76,~---
~
~sonnets~,19455,1,77,~---
~
~sonnets~,19456,1,78,~---
~
~sonnets~,19457,1,79,~---
~
~sonnets~,19458,1,80,~---
~
~sonnets~,19459,1,81,~---
~
~sonnets~,19460,1,82,~---
~
~sonnets~,19461,1,83,~---
~
~sonnets~,19462,1,84,~---
~
~sonnets~,19463,1,85,~---
~
~sonnets~,19464,1,86,~---
~
~sonnets~,19465,1,87,~---
~
~sonnets~,19466,1,88,~---
~
~sonnets~,19467,1,89,~---
~
~sonnets~,19468,1,90,~---
~
~sonnets~,19469,1,91,~---
~
~sonnets~,19470,1,92,~---
~
~sonnets~,19471,1,93,~---
~
~sonnets~,19472,1,94,~---
~
~sonnets~,19473,1,95,~---
~
~sonnets~,19474,1,96,~---
~
~sonnets~,19475,1,97,~---
~
~sonnets~,19476,1,98,~---
~
~sonnets~,19477,1,99,~---
~
~sonnets~,19478,1,100,~---
~
~sonnets~,19479,1,101,~---
~
~sonnets~,19480,1,102,~---
~
~sonnets~,19481,1,103,~---
~
~sonnets~,19482,1,104,~---
~
~sonnets~,19483,1,105,~---
~
~sonnets~,19484,1,106,~---
~
~sonnets~,19485,1,107,~---
~
~sonnets~,19486,1,108,~---
~
~sonnets~,19487,1,109,~---
~
~sonnets~,19488,1,110,~---
~
~sonnets~,19489,1,111,~---
~
~sonnets~,19490,1,112,~---
~
~sonnets~,19491,1,113,~---
~
~sonnets~,19492,1,114,~---
~
~sonnets~,19493,1,115,~---
~
~sonnets~,19494,1,116,~---
~
~sonnets~,19495,1,117,~---
~
~sonnets~,19496,1,118,~---
~
~sonnets~,19497,1,119,~---
~
~sonnets~,19498,1,120,~---
~
~sonnets~,19499,1,121,~---
~
~sonnets~,19500,1,122,~---
~
~sonnets~,19501,1,123,~---
~
~sonnets~,19502,1,124,~---
~
~sonnets~,19503,1,125,~---
~
~sonnets~,19504,1,126,~---
~
~sonnets~,19505,1,127,~---
~
~sonnets~,19506,1,128,~---
~
~sonnets~,19507,1,129,~---
~
~sonnets~,19508,1,130,~---
~
~sonnets~,19509,1,131,~---
~
~sonnets~,19510,1,132,~---
~
~sonnets~,19511,1,133,~---
~
~sonnets~,19512,1,134,~---
~
~sonnets~,19513,1,135,~---
~
~sonnets~,19514,1,136,~---
~
~sonnets~,19515,1,137,~---
~
~sonnets~,19516,1,138,~---
~
~sonnets~,19517,1,139,~---
~
~sonnets~,19518,1,140,~---
~
~sonnets~,19519,1,141,~---
~
~sonnets~,19520,1,142,~---
~
~sonnets~,19521,1,143,~---
~
~sonnets~,19522,1,144,~---
~
~sonnets~,19523,1,145,~---
~
~sonnets~,19524,1,146,~---
~
~sonnets~,19525,1,147,~---
~
~sonnets~,19526,1,148,~---
~
~sonnets~,19527,1,149,~---
~
~sonnets~,19528,1,150,~---
~
~sonnets~,19529,1,151,~---
~
~sonnets~,19530,1,152,~---
~
~sonnets~,19531,1,153,~---
~
~sonnets~,19532,1,154,~---
~
~tamingshrew~,19533,0,1,~Before an alehouse on a heath~
~tamingshrew~,19534,0,2,~A bedchamber in the LORD&#8217;S house~
~tamingshrew~,19535,1,1,~Padua. A public place~
~tamingshrew~,19536,1,2,~Padua. Before HORTENSIO&#8217;S house~
~tamingshrew~,19537,2,1,~Padua. BAPTISTA&#8217;S house~
~tamingshrew~,19538,3,1,~Padua. BAPTISTA&#8217;S house~
~tamingshrew~,19539,3,2,~Padua. Before BAPTISTA&#8217;So house~
~tamingshrew~,19540,4,1,~PETRUCHIO&#8217;S country house~
~tamingshrew~,19541,4,2,~Padua. Before BAPTISTA&#8217;S house~
~tamingshrew~,19542,4,3,~PETRUCHIO&#8217;S house~
~tamingshrew~,19543,4,4,~Padua. Before BAPTISTA&#8217;S house~
~tamingshrew~,19544,4,5,~A public road~
~tamingshrew~,19545,5,1,~Padua. Before LUCENTIO&#8217;S house~
~tamingshrew~,19546,5,2,~LUCENTIO&#8217;S house~
~tempest~,19547,1,1,~On a ship at sea: a tempestuous noise~
~tempest~,19548,1,2,~The island. Before PROSPERO&#8217;S cell.~
~tempest~,19549,2,1,~Another part of the island.~
~tempest~,19550,2,2,~Another part of the island.~
~tempest~,19551,3,1,~Before PROSPERO&#8217;S Cell.~
~tempest~,19552,3,2,~Another part of the island.~
~tempest~,19553,3,3,~Another part of the island.~
~tempest~,19554,4,1,~Before PROSPERO&#8217;S cell.~
~tempest~,19555,5,1,~Before PROSPERO&#8217;S cell.~
~timonathens~,19556,1,1,~Athens. A hall in Timon&#8217;s house.~
~timonathens~,19557,1,2,~A banqueting-room in Timon&#8217;s house.~
~timonathens~,19558,2,1,~A Senator&#8217;s house.~
~timonathens~,19559,2,2,~The same. A hall in Timon&#8217;s house.~
~timonathens~,19560,3,1,~A room in Lucullus&#8217; house.~
~timonathens~,19561,3,2,~A public place.~
~timonathens~,19562,3,3,~A room in Sempronius&#8217; house.~
~timonathens~,19563,3,4,~The same. A hall in Timon&#8217;s house.~
~timonathens~,19564,3,5,~The same. The senate-house. The Senate sitting.~
~timonathens~,19565,3,6,~The same. A banqueting-room in Timon&#8217;s house.~
~timonathens~,19566,4,1,~Without the walls of Athens.~
~timonathens~,19567,4,2,~Athens. A room in Timon&#8217;s house.~
~timonathens~,19568,4,3,~Woods and cave, near the seashore.~
~timonathens~,19569,5,1,~The woods. Before Timon&#8217;s cave.~
~timonathens~,19570,5,2,~Before the walls of Athens.~
~timonathens~,19571,5,3,~The woods. Timon&#8217;s cave, and a rude tomb seen.~
~timonathens~,19572,5,4,~Before the walls of Athens.~
~titus~,19573,1,1,~Rome. Before the Capitol.~
~titus~,19574,2,1,~Rome. Before the Palace.~
~titus~,19575,2,2,~A forest near Rome. Horns and cry of hounds heard.~
~titus~,19576,2,3,~A lonely part of the forest.~
~titus~,19577,2,4,~Another part of the forest.~
~titus~,19578,3,1,~Rome. A street.~
~titus~,19579,3,2,~A room in Titus&#8217;s house. A banquet set out.~
~titus~,19580,4,1,~Rome. Titus&#8217;s garden.~
~titus~,19581,4,2,~The same. A room in the palace.~
~titus~,19582,4,3,~The same. A public place.~
~titus~,19583,4,4,~The same. Before the palace.~
~titus~,19584,5,1,~Plains near Rome.~
~titus~,19585,5,2,~Rome. Before TITUS&#8217;s house.~
~titus~,19586,5,3,~Court of TITUS&#8217;s house. A banquet set out.~
~troilus~,19587,1,0,~Prologue.~
~troilus~,19588,1,1,~Troy. Before Priam&#8217;s palace.~
~troilus~,19589,1,2,~The Same. A street.~
~troilus~,19590,1,3,~The Grecian camp. Before Agamemnon&#8217;s tent.~
~troilus~,19591,2,1,~A part of the Grecian camp.~
~troilus~,19592,2,2,~Troy. A room in Priam&#8217;s palace.~
~troilus~,19593,2,3,~The Grecian camp. Before Achilles&#8217; tent.~
~troilus~,19594,3,1,~Troy. Priam&#8217;s palace.~
~troilus~,19595,3,2,~The same. Pandarus&#8217; orchard.~
~troilus~,19596,3,3,~The Grecian camp. Before Achilles&#8217; tent.~
~troilus~,19597,4,1,~Troy. A street.~
~troilus~,19598,4,2,~The same. Court of Pandarus&#8217; house.~
~troilus~,19599,4,3,~The same. Street before Pandarus&#8217; house.~
~troilus~,19600,4,4,~The same. Pandarus&#8217; house.~
~troilus~,19601,4,5,~The Grecian camp. Lists set out.~
~troilus~,19602,5,1,~The Grecian camp. Before Achilles&#8217; tent.~
~troilus~,19603,5,2,~The same. Before Calchas&#8217; tent.~
~troilus~,19604,5,3,~Troy. Before Priam&#8217;s palace.~
~troilus~,19605,5,4,~Plains between Troy and the Grecian camp.~
~troilus~,19606,5,5,~Another part of the plains.~
~troilus~,19607,5,6,~Another part of the plains.~
~troilus~,19608,5,7,~Another part of the plains.~
~troilus~,19609,5,8,~Another part of the plains.~
~troilus~,19610,5,9,~Another part of the plains.~
~troilus~,19611,5,10,~Another part of the plains.
~
~twogents~,19612,1,1,~Verona. An open place.~
~twogents~,19613,1,2,~The same. Garden of JULIA&#8217;s house.~
~twogents~,19614,1,3,~The same. ANTONIO&#8217;s house.~
~twogents~,19615,2,1,~Milan. The DUKE&#8217;s palace.~
~twogents~,19616,2,2,~Verona. JULIA&#8217;S house.~
~twogents~,19617,2,3,~The same. A street.~
~twogents~,19618,2,4,~Milan. The DUKE&#8217;s palace.~
~twogents~,19619,2,5,~The same. A street.~
~twogents~,19620,2,6,~The same. The DUKE&#8217;S palace.~
~twogents~,19621,2,7,~Verona. JULIA&#8217;S house.~
~twogents~,19622,3,1,~Milan. The DUKE&#8217;s palace.~
~twogents~,19623,3,2,~The same. The DUKE&#8217;s palace.~
~twogents~,19624,4,1,~The frontiers of Mantua. A forest.~
~twogents~,19625,4,2,~Milan. Outside the DUKE&#8217;s palace, under SILVIA&#8217;s chamber.~
~twogents~,19626,4,3,~The same.~
~twogents~,19627,4,4,~The same.~
~twogents~,19628,5,1,~Milan. An abbey.~
~twogents~,19629,5,2,~The same. The DUKE&#8217;s palace.~
~twogents~,19630,5,3,~The frontiers of Mantua. The forest.~
~twogents~,19631,5,4,~Another part of the forest.~
~venusadonis~,19632,1,0,~Dedication.~
~venusadonis~,19633,1,1,~Venus and Adonis.~
~winterstale~,19634,1,1,~Antechamber in LEONTES&#8217; palace.~
~winterstale~,19635,1,2,~A room of state in the same.~
~winterstale~,19636,2,1,~A room in LEONTES&#8217; palace.~
~winterstale~,19637,2,2,~A prison.~
~winterstale~,19638,2,3,~A room in LEONTES&#8217; palace.~
~winterstale~,19639,3,1,~A sea-port in Sicilia.~
~winterstale~,19640,3,2,~A court of Justice.~
~winterstale~,19641,3,3,~Bohemia. A desert country near the sea.~
~winterstale~,19642,4,1,~Chorus as Time speaks.~
~winterstale~,19643,4,2,~Bohemia. The palace of POLIXENES.~
~winterstale~,19644,4,3,~A road near the Shepherd&#8217;s cottage.~
~winterstale~,19645,4,4,~The Shepherd&#8217;s cottage.~
~winterstale~,19646,5,1,~A room in LEONTES&#8217; palace.~
~winterstale~,19647,5,2,~Before LEONTES&#8217; palace.~
~winterstale~,19648,5,3,~A chapel in PAULINA&#8217;S house.~
